Run,ReleaseDate,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,Model,Sample,Submission,BioSample,Experiment,BioProject,spots,bases,avgLength,size_MB,Prediction,Confidence_Level,Note
SRR24790735,2023-06-08 16:38:24,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17867932,SRA1647397,SAMN35554150,SRX20563213,PRJNA978372,6146263.0,41456709493.0,6745.0,27987.0,R9-guppy-5or6-HAC,very high,
SRR24790736,2023-06-09 10:05:59,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17867928,SRA1647397,SAMN35554149,SRX20563212,PRJNA978372,14780000.0,105478609837.0,7136.0,70177.0,R9-guppy-5or6-HAC,very high,
SRR24790737,2023-06-09 07:08:41,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17867927,SRA1647397,SAMN35554148,SRX20563211,PRJNA978372,15757123.0,99043930714.0,6285.0,66567.0,R9-guppy-5or6-HAC,very high,
SRR24790738,2023-06-09 06:47:50,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17867924,SRA1647397,SAMN35554147,SRX20563210,PRJNA978372,13984000.0,96240962861.0,6882.0,64177.0,R9-guppy-5or6-HAC,very high,
SRR24790739,2023-06-09 06:53:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17867926,SRA1647397,SAMN35554159,SRX20563209,PRJNA978372,20715501.0,137134697094.0,6619.0,91668.0,R9-guppy-5or6-HAC,very high,
SRR24790740,2023-06-08 15:51:44,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17867925,SRA1647397,SAMN35554158,SRX20563208,PRJNA978372,11448524.0,80879477101.0,7064.0,55274.0,R9-guppy-5or6-HAC,very high,
SRR24790741,2023-06-09 07:08:41,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17867919,SRA1647397,SAMN35554157,SRX20563207,PRJNA978372,14014728.0,98565729453.0,7033.0,65432.0,R9-guppy-5or6-HAC,very high,
SRR24790742,2023-06-09 07:22:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17867920,SRA1647397,SAMN35554156,SRX20563206,PRJNA978372,21002534.0,138485564597.0,6593.0,92402.0,R9-guppy-5or6-HAC,very high,
SRR24790743,2023-06-08 15:25:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17867921,SRA1647397,SAMN35554155,SRX20563205,PRJNA978372,7851825.0,53437706305.0,6805.0,35920.0,R9-guppy-5or6-HAC,very high,
SRR24790744,2023-06-09 10:54:01,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17867922,SRA1647397,SAMN35554146,SRX20563204,PRJNA978372,15340000.0,101701109756.0,6629.0,67817.0,R9-guppy-5or6-HAC,very high,
SRR24790745,2023-06-09 07:26:18,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17867923,SRA1647397,SAMN35554145,SRX20563203,PRJNA978372,14681569.0,103596590673.0,7056.0,68550.0,R9-guppy-5or6-HAC,very high,
SRR24678052,2023-05-21 05:43:42,WGS,RANDOM,GENOMIC,SINGLE,MinION,SRS817069,SRA1641567,SAMN03283347,SRX20457620,PRJNA200694,5941416.0,113273730966.0,19065.0,89030.0,R9-guppy-5or6-SUP,very high,
SRR24321398,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445651,SRA1628152,SAMN34195683,SRX20115934,PRJNA847676,9446306.0,1765974999.0,186.0,97.0,,,RUN_FAIL
SRR24321399,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445684,SRA1628152,SAMN34195699,SRX20115935,PRJNA847676,3368033.0,629666263.0,186.0,35.0,,,RUN_FAIL
SRR24321400,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445652,SRA1628152,SAMN34195674,SRX20115936,PRJNA847676,31066564.0,83402835261.0,2684.0,672.0,,,RUN_FAIL
SRR24321401,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445653,SRA1628152,SAMN34195697,SRX20115937,PRJNA847676,1625521.0,351128388.0,216.0,19.0,,,RUN_FAIL
SRR24321402,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445654,SRA1628152,SAMN34195665,SRX20115938,PRJNA847676,8079596.0,1376131663.0,170.0,80.0,,,RUN_FAIL
SRR24321403,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445655,SRA1628152,SAMN34195694,SRX20115939,PRJNA847676,673436.0,349952898.0,519.0,10.0,,,RUN_FAIL
SRR24321404,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445656,SRA1628152,SAMN34195671,SRX20115940,PRJNA847676,29040487.0,47309020541.0,1629.0,501.0,,,RUN_FAIL
SRR24321405,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445657,SRA1628152,SAMN34195663,SRX20115941,PRJNA847676,12400472.0,2230134202.0,179.0,125.0,,,RUN_FAIL
SRR24321406,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445658,SRA1628152,SAMN34195707,SRX20115942,PRJNA847676,10201764.0,1732990243.0,169.0,101.0,,,RUN_FAIL
SRR24321407,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445659,SRA1628152,SAMN34195672,SRX20115943,PRJNA847676,2236500.0,435859283.0,194.0,24.0,,,RUN_FAIL
SRR24321408,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445660,SRA1628152,SAMN34195668,SRX20115944,PRJNA847676,64736218.0,11015377724.0,170.0,635.0,,,RUN_FAIL
SRR24321409,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445661,SRA1628152,SAMN34195688,SRX20115945,PRJNA847676,4439965.0,921513871.0,207.0,47.0,,,RUN_FAIL
SRR24321410,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445662,SRA1628152,SAMN34195662,SRX20115946,PRJNA847676,12016458.0,2425151051.0,201.0,127.0,,,RUN_FAIL
SRR24321411,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445663,SRA1628152,SAMN34195695,SRX20115947,PRJNA847676,3873147.0,733582704.0,189.0,40.0,,,RUN_FAIL
SRR24321412,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445664,SRA1628152,SAMN34195680,SRX20115948,PRJNA847676,8474631.0,1618210621.0,190.0,88.0,,,RUN_FAIL
SRR24321413,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445665,SRA1628152,SAMN34195670,SRX20115949,PRJNA847676,51231562.0,8731629023.0,170.0,509.0,,,RUN_FAIL
SRR24321414,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445666,SRA1628152,SAMN34195687,SRX20115950,PRJNA847676,1397188.0,288027311.0,206.0,16.0,,,RUN_FAIL
SRR24321415,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445667,SRA1628152,SAMN34195664,SRX20115951,PRJNA847676,1689844.0,461783848.0,273.0,19.0,,,RUN_FAIL
SRR24321416,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445668,SRA1628152,SAMN34195721,SRX20115952,PRJNA847676,22922980.0,4002035168.0,174.0,228.0,,,RUN_FAIL
SRR24321417,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445669,SRA1628152,SAMN34195702,SRX20115953,PRJNA847676,5406827.0,1026425762.0,189.0,49.0,,,RUN_FAIL
SRR24321418,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445670,SRA1628152,SAMN34195678,SRX20115954,PRJNA847676,10668065.0,2014271249.0,188.0,110.0,,,RUN_FAIL
SRR24321419,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445671,SRA1628152,SAMN34195673,SRX20115955,PRJNA847676,6865490.0,1277258773.0,186.0,60.0,,,RUN_FAIL
SRR24321420,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445672,SRA1628152,SAMN34195724,SRX20115956,PRJNA847676,2372148.0,502582884.0,211.0,26.0,,,RUN_FAIL
SRR24321421,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445673,SRA1628152,SAMN34195706,SRX20115957,PRJNA847676,1707561.0,349935405.0,204.0,19.0,,,RUN_FAIL
SRR24321422,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445674,SRA1628152,SAMN34195682,SRX20115958,PRJNA847676,2263355.0,417412300.0,184.0,24.0,,,RUN_FAIL
SRR24321423,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445675,SRA1628152,SAMN34195696,SRX20115959,PRJNA847676,15859940.0,2884247954.0,181.0,162.0,,,RUN_FAIL
SRR24321424,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445676,SRA1628152,SAMN34195709,SRX20115960,PRJNA847676,26968691.0,76090704452.0,2821.0,700.0,,,RUN_FAIL
SRR24321425,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445690,SRA1628152,SAMN34195666,SRX20115973,PRJNA847676,49208671.0,8671074677.0,176.0,495.0,,,RUN_FAIL
SRR24321426,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445691,SRA1628152,SAMN34195667,SRX20115974,PRJNA847676,14964534.0,3076833500.0,205.0,131.0,,,RUN_FAIL
SRR24321427,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445692,SRA1628152,SAMN34195717,SRX20115975,PRJNA847676,47411040.0,8681984648.0,183.0,492.0,,,RUN_FAIL
SRR24321428,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445693,SRA1628152,SAMN34195714,SRX20115976,PRJNA847676,9318316.0,1855132579.0,199.0,98.0,,,RUN_FAIL
SRR24321429,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445694,SRA1628152,SAMN34195708,SRX20115977,PRJNA847676,20935277.0,3765293003.0,179.0,213.0,,,RUN_FAIL
SRR24321430,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445695,SRA1628152,SAMN34195712,SRX20115978,PRJNA847676,1196690.0,317274936.0,265.0,15.0,,,RUN_FAIL
SRR24321431,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445696,SRA1628152,SAMN34195705,SRX20115979,PRJNA847676,3821362.0,769892981.0,201.0,36.0,,,RUN_FAIL
SRR24321432,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445697,SRA1628152,SAMN34195693,SRX20115980,PRJNA847676,1370353.0,367595049.0,268.0,16.0,,,RUN_FAIL
SRR24321433,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445699,SRA1628152,SAMN34195691,SRX20115981,PRJNA847676,2099949.0,426054310.0,202.0,22.0,,,RUN_FAIL
SRR24321434,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445698,SRA1628152,SAMN34195713,SRX20115982,PRJNA847676,179802813.0,32045859625.0,178.0,1904.0,,,RUN_FAIL
SRR24321435,2023-05-11 03:12:36,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445700,SRA1628152,SAMN34195675,SRX20115983,PRJNA847676,2474012.0,560457834.0,226.0,28.0,,,RUN_FAIL
SRR24321436,2023-05-11 03:12:36,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445701,SRA1628152,SAMN34195692,SRX20115984,PRJNA847676,54295169.0,10160207458.0,187.0,560.0,,,RUN_FAIL
SRR24321437,2023-05-11 03:12:36,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445702,SRA1628152,SAMN34195701,SRX20115985,PRJNA847676,24862303.0,4509695021.0,181.0,254.0,,,RUN_FAIL
SRR24321438,2023-05-11 03:12:36,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445703,SRA1628152,SAMN34195719,SRX20115986,PRJNA847676,656387.0,204481616.0,311.0,9.0,,,RUN_FAIL
SRR24321439,2023-05-11 03:12:36,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445704,SRA1628152,SAMN34195718,SRX20115987,PRJNA847676,3312612.0,606206134.0,182.0,31.0,,,RUN_FAIL
SRR24321440,2023-05-11 03:12:36,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445705,SRA1628152,SAMN34195720,SRX20115988,PRJNA847676,16985543.0,83781029677.0,4932.0,520.0,,,RUN_FAIL
SRR24321441,2023-05-11 03:12:36,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445706,SRA1628152,SAMN34195711,SRX20115989,PRJNA847676,4016296.0,777769992.0,193.0,42.0,,,RUN_FAIL
SRR24321442,2023-05-11 03:12:36,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445707,SRA1628152,SAMN34195677,SRX20115990,PRJNA847676,7238571.0,1364497615.0,188.0,76.0,,,RUN_FAIL
SRR24321443,2023-05-11 03:12:36,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445708,SRA1628152,SAMN34195681,SRX20115991,PRJNA847676,1678535.0,368260876.0,219.0,19.0,,,RUN_FAIL
SRR24321444,2023-05-11 03:12:36,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445710,SRA1628152,SAMN34195669,SRX20115992,PRJNA847676,7876197.0,1345158169.0,170.0,78.0,,,RUN_FAIL
SRR24321445,2023-05-11 03:12:36,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445709,SRA1628152,SAMN34195723,SRX20115993,PRJNA847676,41388915.0,7355277151.0,177.0,422.0,,,RUN_FAIL
SRR24321446,2023-05-11 03:12:36,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445711,SRA1628152,SAMN34195679,SRX20115994,PRJNA847676,11507432.0,1911524223.0,166.0,113.0,,,RUN_FAIL
SRR24321447,2023-05-11 03:12:36,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445712,SRA1628152,SAMN34195716,SRX20115995,PRJNA847676,2666952.0,497593107.0,186.0,26.0,,,RUN_FAIL
SRR24321448,2023-05-11 03:12:36,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445713,SRA1628152,SAMN34195703,SRX20115996,PRJNA847676,12903542.0,77961626297.0,6041.0,448.0,,,RUN_FAIL
SRR24321449,2023-05-11 03:12:36,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445714,SRA1628152,SAMN34195725,SRX20115997,PRJNA847676,33914648.0,5918346650.0,174.0,341.0,,,RUN_FAIL
SRR24321450,2023-05-11 03:12:36,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445715,SRA1628152,SAMN34195686,SRX20115998,PRJNA847676,0.0,0.0,0.0,145.0,,,RUN_FAIL
SRR24321451,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445677,SRA1628152,SAMN34195661,SRX20115961,PRJNA847676,14654166.0,32532191447.0,2219.0,295.0,,,RUN_FAIL
SRR24321452,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445678,SRA1628152,SAMN34195704,SRX20115962,PRJNA847676,24135342.0,4306565486.0,178.0,244.0,,,RUN_FAIL
SRR24321453,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445679,SRA1628152,SAMN34195710,SRX20115963,PRJNA847676,0.0,0.0,0.0,298.0,,,RUN_FAIL
SRR24321454,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445680,SRA1628152,SAMN34195698,SRX20115964,PRJNA847676,1902055.0,370698282.0,194.0,20.0,,,RUN_FAIL
SRR24321455,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445681,SRA1628152,SAMN34195715,SRX20115965,PRJNA847676,7596423.0,1343425914.0,176.0,76.0,,,RUN_FAIL
SRR24321456,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445682,SRA1628152,SAMN34195689,SRX20115966,PRJNA847676,8926990.0,1682404089.0,188.0,92.0,,,RUN_FAIL
SRR24321457,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445683,SRA1628152,SAMN34195684,SRX20115967,PRJNA847676,1264973.0,373428318.0,295.0,16.0,,,RUN_FAIL
SRR24321458,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445685,SRA1628152,SAMN34195700,SRX20115968,PRJNA847676,0.0,0.0,0.0,265.0,,,RUN_FAIL
SRR24321459,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445686,SRA1628152,SAMN34195722,SRX20115969,PRJNA847676,1951433.0,365837350.0,187.0,21.0,,,RUN_FAIL
SRR24321460,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445687,SRA1628152,SAMN34195685,SRX20115970,PRJNA847676,5051389.0,1031483895.0,204.0,47.0,,,RUN_FAIL
SRR24321461,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445688,SRA1628152,SAMN34195690,SRX20115971,PRJNA847676,4183196.0,781316181.0,186.0,38.0,,,RUN_FAIL
SRR24321462,2023-05-11 03:12:35,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17445689,SRA1628152,SAMN34195676,SRX20115972,PRJNA847676,5463601.0,1163788979.0,213.0,59.0,,,RUN_FAIL
SRR21930799,2022-10-17 11:35:06,AMPLICON,PCR,GENOMIC,SINGLE,MinION,SRS15431029,SRA1521743,SAMN31314062,SRX17915328,PRJNA891254,36053.0,19804562.0,549.0,17.0,R9-guppy-3or4-FAST,medium,
SRR21930816,2022-10-17 11:35:06,AMPLICON,PCR,GENOMIC,SINGLE,MinION,SRS15431012,SRA1521743,SAMN31314079,SRX17915311,PRJNA891254,33980.0,16447440.0,484.0,14.0,R9-guppy-3or4-FAST,high,
SRR21930824,2022-10-17 11:35:06,AMPLICON,PCR,GENOMIC,SINGLE,MinION,SRS15431005,SRA1521743,SAMN31314072,SRX17915303,PRJNA891254,10476.0,5541197.0,528.0,4.0,R9-guppy-3or4-FAST,high,
SRR21930831,2022-10-17 11:35:05,AMPLICON,PCR,GENOMIC,SINGLE,MinION,SRS15430998,SRA1521743,SAMN31314057,SRX17915296,PRJNA891254,9567.0,4122711.0,430.0,3.0,R9-guppy-3or4-HAC,medium,
SRR23528917,2023-02-20 01:09:17,OTHER,other,GENOMIC,SINGLE,PromethION,SRS16815560,SRA1592716,SAMN32743842,SRX19421370,PRJNA924005,1370476.0,32399674495.0,23641.0,26513.0,R9-guppy-5or6-HAC,high,
SRR23529263,2023-02-20 08:36:18,OTHER,other,GENOMIC,SINGLE,PromethION,SRS16815877,SRA1592715,SAMN32743841,SRX19421706,PRJNA924005,0.0,0.0,0.0,0.0,,,RUN_FAIL
SRR24462105,2023-05-08 00:12:33,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS817069,SRA1633781,SAMN03283347,SRX20248965,PRJNA731524,11388031.0,496106934664.0,43563.0,394892.0,R9-guppy-5or6-SUP,very high,
SRR24462132,2023-05-07 20:31:33,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS817069,SRA1633793,SAMN03283347,SRX20248994,PRJNA731524,2454391.0,45678526148.0,18610.0,36671.0,R9-guppy-5or6-SUP,very high,
SRR21930807,2022-10-17 11:35:06,AMPLICON,PCR,GENOMIC,SINGLE,MinION,SRS15431022,SRA1521743,SAMN31314087,SRX17915320,PRJNA891254,4164.0,2216158.0,532.0,1.0,R9-guppy-3or4-HAC,medium,
ERR9873035,2022-06-26 03:40:04,WGS,other,GENOMIC,SINGLE,PromethION,ERS12249222,ERA15923099,SAMEA110150415,ERX9418267,PRJEB53652,0.0,0.0,0.0,0.0,,,RUN_FAIL
ERR9873039,2022-06-26 21:00:55,WGS,other,GENOMIC,SINGLE,PromethION,ERS12249223,ERA15923099,SAMEA110150416,ERX9418271,PRJEB53652,0.0,0.0,0.0,0.0,,,RUN_FAIL
SRR24462133,2023-05-07 20:55:22,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS817069,SRA1633793,SAMN03283347,SRX20248993,PRJNA731524,3125449.0,61430142640.0,19654.0,48989.0,R9-guppy-5or6-SUP,very high,
SRR24520120,2023-05-17 15:13:52,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS17629514,SRA1637083,SAMN35056400,SRX20304350,PRJNA971876,709.0,15179530.0,21409.0,15.0,R9-guppy-5or6-FAST,medium,
ERR10897386,2023-02-18 05:17:08,Targeted-Capture,other,GENOMIC,SINGLE,MinION,ERS14646468,ERA20686200,SAMEA112648752,ERX10340134,PRJEB53974,0.0,0.0,0.0,0.0,,,RUN_FAIL
ERR10897388,2023-02-18 05:17:08,Targeted-Capture,other,GENOMIC,SINGLE,MinION,ERS14646468,ERA20686200,SAMEA112648752,ERX10340136,PRJEB53974,0.0,0.0,0.0,0.0,,,RUN_FAIL
ERR10897390,2023-02-18 05:17:08,Targeted-Capture,other,GENOMIC,SINGLE,MinION,ERS14646469,ERA20686200,SAMEA112648753,ERX10340138,PRJEB53974,0.0,0.0,0.0,0.0,,,RUN_FAIL
ERR10897392,2023-02-18 05:17:08,Targeted-Capture,other,GENOMIC,SINGLE,MinION,ERS14646469,ERA20686200,SAMEA112648753,ERX10340140,PRJEB53974,0.0,0.0,0.0,0.0,,,RUN_FAIL
ERR10897394,2023-02-18 05:17:08,Targeted-Capture,other,GENOMIC,SINGLE,MinION,ERS14646470,ERA20686200,SAMEA112648754,ERX10340142,PRJEB53974,0.0,0.0,0.0,0.0,,,RUN_FAIL
ERR10897396,2023-02-18 05:17:08,Targeted-Capture,other,GENOMIC,SINGLE,MinION,ERS14646470,ERA20686200,SAMEA112648754,ERX10340144,PRJEB53974,0.0,0.0,0.0,0.0,,,RUN_FAIL
ERR10897400,2023-02-18 05:17:08,Targeted-Capture,other,GENOMIC,SINGLE,MinION,ERS14646471,ERA20686200,SAMEA112648755,ERX10340148,PRJEB53974,0.0,0.0,0.0,0.0,,,RUN_FAIL
SRR23513620,2023-02-18 08:59:44,WGS,RANDOM,GENOMIC,SINGLE,MinION,SRS16801715,SRA1591875,SAMN33333713,SRX19406879,PRJNA932454,0.0,0.0,0.0,0.0,,,RUN_FAIL
SRR24462134,2023-05-07 20:31:33,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS817069,SRA1633793,SAMN03283347,SRX20248992,PRJNA731524,1277550.0,23562858933.0,18443.0,18850.0,R9-guppy-5or6-SUP,very high,
ERR10897398,2023-02-19 14:55:30,Targeted-Capture,other,GENOMIC,SINGLE,MinION,ERS14646471,ERA20686200,SAMEA112648755,ERX10340146,PRJEB53974,0.0,0.0,0.0,0.0,,,RUN_FAIL
SRR12623157,2021-09-01 00:49:51,WGS,RANDOM,GENOMIC,SINGLE,MinION,SRS7349339,SRA1123732,SAMN15734510,SRX9105916,PRJNA655819,48585.0,121447351.0,2499.0,106.0,R9-guppy-3or4-HAC,high,
SRR24351048,2023-04-29 10:40:15,WGS,unspecified,GENOMIC,SINGLE,MinION,SRS17472008,SRA1629547,SAMN34436322,SRX20143815,PRJNA963173,12000.0,21436986.0,1786.0,18.0,R9-guppy-5or6-HAC,high,
SRR24351049,2023-04-29 10:40:15,WGS,unspecified,GENOMIC,SINGLE,MinION,SRS17472006,SRA1629547,SAMN34436321,SRX20143814,PRJNA963173,12108.0,18718743.0,1545.0,16.0,R9-guppy-5or6-HAC,high,
SRR24351050,2023-04-29 10:40:15,WGS,unspecified,GENOMIC,SINGLE,MinION,SRS17472007,SRA1629547,SAMN34436320,SRX20143813,PRJNA963173,12687.0,19839522.0,1563.0,17.0,R9-guppy-5or6-HAC,high,
SRR24351051,2023-04-29 10:40:14,WGS,unspecified,GENOMIC,SINGLE,MinION,SRS17472005,SRA1629547,SAMN34436319,SRX20143812,PRJNA963173,19277.0,21265930.0,1103.0,18.0,R9-guppy-5or6-HAC,high,
SRR24351052,2023-04-29 10:40:14,WGS,unspecified,GENOMIC,SINGLE,MinION,SRS17472002,SRA1629547,SAMN34436318,SRX20143811,PRJNA963173,5171.0,8766729.0,1695.0,7.0,R9-guppy-5or6-HAC,high,
SRR24351053,2023-04-29 10:40:14,WGS,unspecified,GENOMIC,SINGLE,MinION,SRS17472001,SRA1629547,SAMN34436317,SRX20143810,PRJNA963173,7486.0,8964973.0,1197.0,7.0,R9-guppy-5or6-HAC,high,
SRR24351054,2023-04-29 10:40:14,WGS,unspecified,GENOMIC,SINGLE,MinION,SRS17472004,SRA1629547,SAMN34436316,SRX20143809,PRJNA963173,4029.0,3993957.0,991.0,3.0,R9-guppy-5or6-HAC,high,
SRR24351055,2023-04-29 10:40:14,WGS,unspecified,GENOMIC,SINGLE,MinION,SRS17472003,SRA1629547,SAMN34436315,SRX20143808,PRJNA963173,7774.0,10585233.0,1361.0,9.0,R9-guppy-5or6-HAC,very high,
SRR24351056,2023-04-29 10:40:14,WGS,unspecified,GENOMIC,SINGLE,MinION,SRS17472000,SRA1629547,SAMN34436314,SRX20143807,PRJNA963173,4024.0,3051898.0,758.0,2.0,R9-guppy-5or6-FAST,high,
SRR21811038,2022-10-05 01:58:02,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS15325943,SRA1513750,SAMN19678649,SRX17800485,PRJNA736806,354818.0,1065485709.0,3002.0,924.0,R9-guppy-3or4-HAC,very high,
SRR23365080,2023-02-08 05:32:56,WGS,RANDOM,GENOMIC,SINGLE,GridION,SRS798661,SRA1586756,SAMN03255769,SRX19306105,PRJNA932454,0.0,0.0,0.0,0.0,,,RUN_FAIL
SRR23513621,2023-02-17 21:27:48,WGS,RANDOM,GENOMIC,SINGLE,MinION,SRS16801715,SRA1591875,SAMN33333713,SRX19406878,PRJNA932454,11173458.0,97545895593.0,8730.0,78526.0,R9-guppy-5or6-SUP,very high,
SRR24401966,2023-05-02 18:20:54,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS1185360,SRA1631085,SAMN04229548,SRX20189966,PRJNA966152,3040616.0,113448790923.0,37311.0,90712.0,R9-guppy-5or6-SUP,very high,
SRR24401967,2023-05-02 19:14:42,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS1185360,SRA1631085,SAMN04229548,SRX20189965,PRJNA966152,13967484.0,191421222807.0,13704.0,153434.0,R9-guppy-5or6-SUP,very high,
ERR1309550,2016-03-26 10:38:24,WGS,RANDOM,GENOMIC,SINGLE,MinION,ERS1083009,ERA581326,SAMEA3895875,ERX1381173,PRJEB13021,29865.0,275784432.0,9234.0,286.0,R9-guppy-2-NONE,very low,
ERR1309551,2016-03-26 10:38:24,WGS,RANDOM,GENOMIC,SINGLE,MinION,ERS1083009,ERA581326,SAMEA3895875,ERX1381174,PRJEB13021,25586.0,214187360.0,8371.0,212.0,R9-guppy-2-NONE,very low,
